0.665,-2.254,3.1416
0.665,-2.254,3.1416
0.665,-2.143,3.1416
0.665,-2.365,3.1415
0.579,-2.143,3.1412
0.665,-2.254,3.1408
0.665,-2.144,3.14
0.579,-2.366,3.1392
0.665,-2.367,3.1383
0.75,-2.256,3.1365
0.75,-2.368,3.1345
0.75,-2.369,3.1329
0.835,-2.259,3.1302
0.835,-2.26,3.1282
1.006,-2.373,3.1251
1.006,-2.374,3.1229
1.091,-2.264,3.1193
1.091,-2.265,3.1167
1.091,-2.267,3.1127
1.176,-2.269,3.1099
1.176,-2.271,3.1054
1.176,-2.272,3.1023
1.261,-2.385,3.0992
1.346,-2.276,3.0944
1.432,-2.389,3.0901
1.602,-2.39,3.0876
1.687,-2.391,3.0853
1.602,-2.503,3.0821
1.858,-2.394,3.079
1.858,-2.395,3.0771
2.028,-2.396,3.0741
2.028,-2.397,3.0721
2.113,-2.398,3.07
2.198,-2.399,3.0668
2.369,-2.401,3.0634
2.369,-2.402,3.0611
2.539,-2.404,3.0575
2.539,-2.405,3.055
2.624,-2.518,3.0512
2.795,-2.519,3.0487
2.88,-2.52,3.0462
2.965,-2.632,3.0435
3.05,-2.522,3.0411
3.135,-2.523,3.0395
3.391,-2.524,3.0374
3.391,-2.525,3.0361
3.562,-2.525,3.0348
3.647,-2.637,3.0329
3.647,-2.638,3.0307
3.732,-2.639,3.0291
3.902,-2.75,3.0276
3.987,-2.752,3.0252
3.987,-2.752,3.0236
4.158,-2.753,3.0213
4.414,-2.754,3.0197
4.413,-2.755,3.0173
4.669,-2.645,3.0156
4.669,-2.757,3.013
4.754,-2.869,3.0109
5.01,-2.758,3.0102
5.095,-2.759,3.0096
5.18,-2.87,3.0088
5.266,-2.87,3.0081
5.522,-2.871,3.0077
5.521,-2.871,3.007
5.777,-2.871,3.0067
5.948,-2.982,3.0062
5.948,-2.982,3.0059
6.204,-2.983,3.0055
6.204,-2.983,3.0051
6.374,-3.094,3.0043
6.459,-2.983,3.0038
6.545,-2.983,3.0037
6.715,-2.983,3.0052
6.886,-3.093,3.0067
6.886,-2.981,3.0097
7.057,-3.09,3.013
7.313,-3.089,3.0152
7.313,-3.31,3.0174
7.654,-3.087,3.0209
7.655,-3.307,3.0247
7.655,-3.306,3.0273
7.911,-3.194,3.0299
7.911,-3.192,3.0337
8.167,-3.08,3.0363
8.338,-3.189,3.0401
8.423,-3.299,3.0426
8.508,-3.186,3.0463
8.764,-3.184,3.0504
8.765,-3.183,3.053
9.106,-3.292,3.057
9.106,-3.291,3.0596
9.106,-3.289,3.0636
9.362,-3.288,3.0661
9.533,-3.286,3.0698
9.703,-3.285,3.0722
9.874,-3.284,3.0758
9.789,-3.282,3.0783
10.045,-3.281,3.082
10.13,-3.168,3.0847
10.215,-3.278,3.0881
10.471,-3.276,3.092
10.727,-3.273,3.0983
10.727,-3.271,3.1032
10.898,-3.269,3.1067
10.983,-3.267,3.1113
11.154,-3.376,3.1152
11.154,-3.375,3.1176
11.41,-3.263,3.1197
11.495,-3.262,3.1225
11.666,-3.372,3.1244
11.836,-3.371,3.1274
12.007,-3.369,3.1314
12.007,-3.368,3.1343
12.348,-3.255,3.1379
12.263,-3.254,3.1401
12.519,-3.364,-3.14
12.604,-3.363,-3.1381
12.774,-3.251,-3.1356
12.774,-3.25,-3.1342
13.116,-3.249,-3.1325
13.201,-3.248,-3.1297
13.542,-3.247,-3.1269
13.542,-3.246,-3.1251
13.542,-3.244,-3.1224
13.798,-3.244,-3.1205
13.883,-3.242,-3.1177
14.054,-3.241,-3.1157
14.224,-3.24,-3.1137
