-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
-88.235772, 40.092840
